"participant_id","condition","variance_level","n_trials","mean_abs_resp","mean_abs_obj","ratio"
"experience.675758f40df8b09c8aa98ad0","experience","7",9,10.9243156199678,7.8545356951154,0.718995676100629
"experience.67df65cf111af9caf43e00a5","experience","3",33,15.0910527071665,6.8269424098808,0.452383444836742
"experience.67df65cf111af9caf43e00a5","experience","5",23,14.1825674840305,7.53204203585411,0.531077468472133
"experience.67df65cf111af9caf43e00a5","experience","7",28,13.4785037237644,5.98121191604604,0.443759339955545
"experience.68dc82cf2d34a90250ee5972","experience","3",13,15.2334348819497,8.26466108149276,0.542534309926755
"experience.68dc82cf2d34a90250ee5972","experience","5",16,14.9956683168317,8.31992574257426,0.55482193702802
"experience.68dc82cf2d34a90250ee5972","experience","7",17,15.6287128712871,5.64909726266744,0.36145633419665
"experience.697ed59824964096e537d7d3","experience","3",8,13.875,6.7171052631579,0.48411569464201
"experience.697ed59824964096e537d7d3","experience","5",19,13.5990934273483,7.00831024930748,0.515351283285804
"experience.697ed59824964096e537d7d3","experience","7",23,13.759309340545,6.22196796338673,0.452200601744757
"experience.698ce63b43f959c040a1a38c","experience","3",8,14.5,6.875,0.474137931034483
"experience.698ce63b43f959c040a1a38c","experience","5",16,13.2171052631579,7.78349282296651,0.588895425132359
"experience.698ce63b43f959c040a1a38c","experience","7",6,12.640350877193,7.811004784689,0.617942085672828
"experience.698e495c1fc8060e7080c7b9","experience","3",16,14.4148550724638,6.21739130434783,0.431318336056303
"experience.698e495c1fc8060e7080c7b9","experience","5",29,14.744127936032,6.81259370314843,0.462054706301054
